"ID","Forest","NonForest"
60183,76.14,4.86000000000001
60184,66.51,14.49
60185,68.85,12.15
60186,31.59,49.41
60187,72.99,8.00999999999999
60188,72.81,8.19000000000001
60189,75.06,5.94000000000001
60190,74.34,6.66000000000001
60191,74.79,6.21000000000001
60192,71.1,9.90000000000001
60193,74.43,6.56999999999999
60194,74.25,6.75
60195,75.42,5.58000000000001
60196,78.21,2.78999999999999
60197,75.6,5.40000000000001
60198,77.49,3.51000000000001
60199,77.04,3.96000000000001
60200,77.85,3.15000000000001
60201,78.12,2.88
60202,53.46,27.54
60203,13.59,67.41
60204,28.8,52.2
60205,51.75,29.25
60206,42.66,38.34
60207,22.14,58.86
60208,47.88,33.12
60209,52.38,28.62
60210,51.75,29.25
60211,79.29,1.71000000000001
60212,68.94,12.06
60213,58.32,22.68
60214,48.24,32.76
60215,74.16,6.84
60216,65.79,15.21
60217,22.77,58.23
60218,4.68,76.32
60219,26.46,54.54
60220,49.32,31.68
60221,0,81
60222,55.08,25.92
60223,18.45,62.55
60224,21.24,59.76
60225,24.39,56.61
60226,60.57,20.43
60227,28.53,52.47
60228,60.39,20.61
60229,67.05,13.95
60230,70.47,10.53
60231,70.29,10.71
60232,48.87,32.13
60233,40.41,40.59
60234,51.84,29.16
60235,53.01,27.99
60236,49.68,31.32
60237,76.86,4.14
60238,80.1,0.900000000000006
60239,80.01,0.990000000000009
60240,79.65,1.34999999999999
60241,79.65,1.35000000000001
60242,80.37,0.63000000000001
60243,80.46,0.540000000000006
60244,79.2,1.79999999999998
60245,81,0
60246,79.83,1.17
60247,79.02,1.98
60248,79.2,1.8
60249,80.46,0.540000000000006
60250,80.46,0.540000000000006
60251,77.76,3.23999999999999
60252,52.2,28.8
60253,25.65,55.35
60254,31.68,49.32
60255,7.92,73.08
60256,39.87,41.13
60257,56.79,24.21
60258,79.56,1.44
60259,73.08,7.92
60260,76.68,4.31999999999999
60261,78.48,2.52
60262,80.46,0.539999999999992
60263,73.26,7.73999999999999
60264,80.55,0.450000000000003
60265,79.11,1.88999999999999
60266,80.82,0.180000000000007
60267,78.84,2.16000000000001
60268,78.12,2.88
60269,59.94,21.06
60270,64.44,16.56
60271,62.73,18.27
60272,63.09,17.91
60273,79.02,1.97999999999999
60274,80.01,0.990000000000009
60275,78.48,2.52000000000001
60276,78.12,2.88000000000001
60277,78.84,2.16
60278,74.43,6.56999999999999
60279,74.25,6.74999999999999
60280,74.88,6.12
60281,78.57,2.43000000000001
60282,75.42,5.58
60283,78.39,2.61
60284,78.84,2.16000000000001
60285,69.66,11.34
60286,80.19,0.810000000000002
60287,70.56,10.44
60288,61.74,19.26
60289,55.35,25.65
60290,70.56,10.44
60291,18,63
60292,44.64,36.36
60293,59.4,21.6
60294,79.83,1.17
60295,71.46,9.53999999999999
60296,42.66,38.34
60297,44.55,36.45
60298,22.05,58.95
60299,79.02,1.98000000000002
60300,78.48,2.52
60301,29.88,51.12
60302,32.31,48.69
60303,71.28,9.72
60304,70.29,10.71
60305,79.38,1.62
60306,33.12,47.88
60307,66.78,14.22
60308,38.34,42.66
60309,55.35,25.65
60310,71.19,9.80999999999999
60311,31.59,49.41
60312,34.74,46.26
60313,25.47,55.53
60314,71.1,9.89999999999999
60315,16.2,64.8
60316,0,81
60317,17.37,63.63
60318,21.06,59.94
60319,17.28,63.72
60320,71.37,9.63
60321,56.25,24.75
60322,58.86,22.14
60323,79.38,1.62
60324,79.65,1.34999999999999
60325,61.56,19.44
60326,35.82,45.18
60327,0,81
60328,9,72
60329,43.02,37.98
60330,28.71,52.29
60331,64.98,16.02
60332,42.93,38.07
60333,35.28,45.72
60334,38.88,42.12
60335,73.44,7.56
60336,39.6,41.4
60337,72.54,8.46000000000001
60338,42.3,38.7
60339,75.6,5.40000000000001
60340,69.57,11.43
60341,79.02,1.98
60342,73.8,7.19999999999999
60343,67.23,13.77
60344,49.86,31.14
60345,51.93,29.07
60346,77.4,3.59999999999999
60347,48.24,32.76
60348,45.99,35.01
60349,69.66,11.34
60350,66.78,14.22
60351,46.44,34.56
60352,77.22,3.77999999999999
60353,68.4,12.6
60354,59.94,21.06
60355,46.98,34.02
60356,34.92,46.08
60357,49.14,31.86
60358,77.76,3.24000000000001
60359,78.75,2.25000000000001
60360,78.93,2.06999999999999
60361,77.76,3.23999999999999
60362,78.57,2.42999999999999
60363,54.99,26.01
60364,17.82,63.18
60365,58.95,22.05
60366,26.1,54.9
60367,38.52,42.48
60368,17.19,63.81
60369,45.99,35.01
60370,58.86,22.14
60371,66.06,14.94
60372,0,81
60373,29.7,51.3
60374,57.78,23.22
60375,2.52,78.48
60376,44.28,36.72
60377,68.49,12.51
60378,58.05,22.95
60379,18.63,62.37
60380,15.12,65.88
60381,0,81
60445,36.72,44.28
60446,21.15,59.85
60447,10.35,70.65
60448,21.69,59.31
60449,4.59,76.41
60450,23.13,57.87
60451,0,81
60452,8.46,72.54
60453,30.42,50.58
60454,35.37,45.63
60455,35.37,45.63
60456,12.87,68.13
60457,9.9,71.1
60458,42.48,38.52
60459,24.93,56.07
60460,7.38,73.62
60461,0,81
60462,3.33,77.67
60463,0,81
60464,6.48,74.52
60465,28.26,52.74
60466,23.85,57.15
60467,34.2,46.8
60468,22.59,58.41
60469,10.53,70.47
60470,15.39,65.61
60471,57.87,23.13
60472,29.61,51.39
60473,11.7,69.3
60474,0,81
60475,34.65,46.35
60476,18,63
60477,28.08,52.92
60478,5.31,75.69
60479,36.63,44.37
60480,38.52,42.48
60481,22.5,58.5
60482,35.19,45.81
60483,36.18,44.82
60484,41.13,39.87
60485,24.03,56.97
60486,5.31,75.69
60487,25.47,55.53
60488,33.66,47.34
60489,18.99,62.01
60490,10.17,70.83
60491,23.76,57.24
60492,11.34,69.66
60493,12.69,68.31
60494,26.46,54.54
60495,33.12,47.88
60496,24.66,56.34
60497,19.98,61.02
60498,21.24,59.76
60499,15.66,65.34
60500,27.54,53.46
60501,17.37,63.63
60502,7.74,73.26
60503,21.6,59.4
60504,7.74,73.26
60505,8.37,72.63
60506,7.29,73.71
60507,0,81
60508,5.94,75.06
60509,0,81
60510,0,81
60511,0,81
60512,8.82,72.18
60513,0,81
60514,4.77,76.23
60515,0,81
60516,0,81
60517,0,81
60518,2.07,78.93
60519,12.78,68.22
60520,3.96,77.04
60521,0,81
60522,0,81
60523,40.77,40.23
60524,40.23,40.77
60525,12.42,68.58
60526,18.54,62.46
60527,20.61,60.39
60528,18,63
60529,40.41,40.59
60530,14.76,66.24
60531,26.64,54.36
60532,21.24,59.76
60533,8.91,72.09
60534,0,81
60535,41.4,39.6
60536,8.82,72.18
60537,12.87,68.13
60538,4.05,76.95
60539,22.41,58.59
60540,22.68,58.32
60541,40.14,40.86
60542,9,72
60543,22.05,58.95
60544,7.29,73.71
60545,27.45,53.55
60546,24.12,56.88
60547,16.38,64.62
60548,15.66,65.34
60549,12.6,68.4
60550,29.25,51.75
60551,15.57,65.43
60552,15.12,65.88
60553,15.93,65.07
60554,26.1,54.9
60555,0,81
60556,4.32,76.68
60557,30.33,50.67
60558,22.14,58.86
60559,2.61,78.39
60560,34.11,46.89
60561,11.34,69.66
60562,29.7,51.3
60563,3.6,77.4
60564,26.64,54.36
60565,8.1,72.9
60566,17.19,63.81
60567,9,72
60568,0,81
60569,14.4,66.6
60570,0,81
60571,6.12,74.88
60572,0,81
60573,24.48,56.52
60574,9.36,71.64
60575,11.79,69.21
60576,15.75,65.25
60577,25.74,55.26
60578,34.74,46.26
60579,21.33,59.67
60580,9,72
60581,0,81
60582,9.9,71.1
60583,25.38,55.62
60584,19.8,61.2
60585,33.39,47.61
60586,5.31,75.69
60587,3.96,77.04
60588,0,81
60589,19.71,61.29
60590,7.11,73.89
60591,1.98,79.02
60592,14.85,66.15
60593,13.68,67.32
60594,0,81
60595,19.89,61.11
60596,0,81
60597,15.93,65.07
60598,0,81
60599,8.73,72.27
60600,0,81
60601,0,81
60602,11.43,69.57
60603,0,81
60604,8.73,72.27
60605,0,81
60606,0,81
60607,0,81
60608,1.89,79.11
60609,0,81
60610,0,81
60611,8.91,72.09
60612,21.87,59.13
60613,0,81
60614,0,81
60615,0,81
60616,0,81
60617,0,81
60618,0,81
60619,12.51,68.49
60620,17.01,63.99
60621,24.48,56.52
60622,12.6,68.4
60623,47.16,33.84
60624,11.52,69.48
60625,17.64,63.36
60626,30.42,50.58
60627,17.19,63.81
60628,8.55,72.45
60629,12.69,68.31
60630,0,81
60631,25.83,55.17
60632,38.43,42.57
60633,49.05,31.95
60634,5.04,75.96
60635,46.53,34.47
60636,69.39,11.61
60637,56.88,24.12
60638,76.32,4.68000000000001
60639,66.42,14.58
60640,41.67,39.33
60641,69.12,11.88
60642,57.69,23.31
60643,78.3,2.7
60644,77.22,3.78
60645,35.73,45.27
60646,39.33,41.67
60647,10.53,70.47
60648,17.37,63.63
60649,0,81
60650,0,81
60651,2.79,78.21
60652,24.48,56.52
60653,62.82,18.18
60654,59.31,21.69
60655,30.96,50.04
60656,0,81
60657,15.75,65.25
60658,0,81
60659,0,81
60660,16.47,64.53
60661,46.71,34.29
60662,58.68,22.32
60663,30.69,50.31
60664,11.07,69.93
60665,3.69,77.31
60666,0,81
60667,0,81
60668,8.55,72.45
60669,0,81
60670,0,81
60671,0,81
60672,3.33,77.67
60673,0,81
60674,0,81
60675,3.06,77.94
60676,0,81
60677,6.3,74.7
60678,0,81
60679,0,81
60680,0,81
60681,17.1,63.9
60682,12.78,68.22
60683,0,81
60684,0,81
60685,0,81
60686,0,81
60687,21.69,59.31
60688,23.31,57.69
60689,18.54,62.46
60690,0,81
60691,0,81
60692,0,81
60693,13.77,67.23
60694,12.51,68.49
60695,20.07,60.93
60696,0,81
60697,0,81
60698,0,81
60699,0,81
60700,8.55,72.45
60701,2.61,78.39
60702,19.53,61.47
60703,31.95,49.05
60704,34.83,46.17
60705,77.49,3.50999999999999
60706,79.2,1.8
60707,75.33,5.67
60708,77.49,3.51000000000001
60709,63.36,17.64
60710,49.68,31.32
60711,57.33,23.67
60712,32.04,48.96
60713,11.34,69.66
60714,17.55,63.45
60715,54,27
60716,69.39,11.61
60717,56.16,24.84
60718,75.6,5.40000000000001
60719,57.51,23.49
60720,57.78,23.22
60721,49.14,31.86
60722,74.07,6.93000000000002
60723,75.96,5.03999999999999
60724,77.31,3.69000000000001
60725,77.76,3.24000000000001
60726,67.77,13.23
60727,47.97,33.03
60728,61.47,19.53
60729,60.3,20.7
60730,73.8,7.2
60731,69.3,11.7
60732,65.97,15.03
60733,39.87,41.13
60734,68.85,12.15
60735,53.46,27.54
60736,63.63,17.37
60737,78.48,2.52000000000001
60738,42.48,38.52
60739,42.93,38.07
60740,18.63,62.37
60741,35.19,45.81
60742,20.79,60.21
60743,4.41,76.59
60744,26.1,54.9
60745,34.83,46.17
60746,6.75,74.25
60747,18.18,62.82
60748,34.02,46.98
60749,21.15,59.85
60750,17.28,63.72
60751,49.05,31.95
60752,61.02,19.98
60753,30.87,50.13
60754,15.57,65.43
60755,12.24,68.76
60756,38.34,42.66
60757,16.83,64.17
60758,35.55,45.45
60759,47.61,33.39
60760,44.1,36.9
60761,27.27,53.73
60762,22.68,58.32
60763,60.03,20.97
60764,34.29,46.71
60765,73.89,7.11
60766,76.23,4.77000000000001
60767,46.89,34.11
60768,48.42,32.58
60769,28.71,52.29
60770,12.87,68.13
60771,37.26,43.74
60772,22.95,58.05
60773,59.13,21.87
60774,55.62,25.38
60775,53.91,27.09
60776,73.44,7.56000000000002
60777,74.34,6.66
60778,74.61,6.39
60779,72.36,8.64
60780,59.94,21.06
60781,57.24,23.76
60782,65.97,15.03
60783,55.89,25.11
60784,64.89,16.11
60785,74.61,6.38999999999999
60786,66.06,14.94
60787,62.37,18.63
60788,51.12,29.88
60789,53.46,27.54
60790,43.56,37.44
60791,67.59,13.41
60792,65.97,15.03
60793,72.81,8.19
60794,53.19,27.81
60795,51.21,29.79
60796,28.08,52.92
60797,50.94,30.06
60798,55.08,25.92
60799,62.01,18.99
60800,63.99,17.01
60801,52.65,28.35
60802,78.66,2.33999999999999
60803,77.58,3.42
60804,69.66,11.34
60805,70.02,10.98
60806,78.66,2.34000000000002
60807,73.8,7.2
60808,62.64,18.36
60809,64.17,16.83
60810,72.27,8.73
60811,64.98,16.02
60812,74.07,6.93000000000001
60813,76.14,4.86
60814,75.06,5.93999999999998
60815,71.91,9.09
60816,67.86,13.14
60817,76.32,4.68000000000001
60818,76.05,4.95
60819,77.04,3.95999999999999
60820,76.32,4.68000000000001
60821,78.21,2.79000000000002
60822,77.58,3.42
60823,75.87,5.13000000000001
60824,77.4,3.60000000000001
60825,50.04,30.96
60826,39.06,41.94
60827,53.64,27.36
60828,57.33,23.67
60829,36.63,44.37
60830,48.33,32.67
60831,75.06,5.94
60832,78.48,2.52
60833,79.38,1.62
60834,77.67,3.33
60835,78.03,2.97000000000001
60836,62.82,18.18
60837,59.76,21.24
60838,73.89,7.11
60839,77.31,3.69
60840,34.74,46.26
60841,20.16,60.84
60842,51.93,29.07
60843,29.79,51.21
60844,27.27,53.73
60845,23.31,57.69
60846,2.25,78.75
60847,26.73,54.27
60848,9,72
60849,16.65,64.35
60850,37.53,43.47
60851,40.41,40.59
60852,43.47,37.53
60853,79.74,1.25999999999999
60854,61.29,19.71
60855,35.19,45.81
60856,20.16,60.84
60857,43.2,37.8
60858,79.65,1.35000000000001
60859,52.83,28.17
60860,71.01,9.98999999999999
60861,73.44,7.56
60862,71.1,9.90000000000001
60863,79.56,1.44
60864,80.46,0.540000000000006
60865,79.74,1.26000000000001
60866,80.28,0.719999999999999
60867,80.1,0.900000000000006
60868,80.1,0.900000000000006
60869,80.01,0.990000000000009
60870,80.55,0.450000000000003
60871,78.84,2.16
60872,79.38,1.62
60873,75.69,5.31
60874,56.25,24.75
60875,53.37,27.63
60876,61.11,19.89
60877,73.08,7.92000000000002
60878,55.89,25.11
60879,37.17,43.83
60880,59.94,21.06
60881,61.47,19.53
60882,70.11,10.89
60883,49.59,31.41
60884,80.46,0.540000000000006
60885,79.65,1.35000000000001
60886,80.82,0.180000000000007
60887,80.73,0.27000000000001
60888,74.52,6.48000000000002
60889,79.74,1.26000000000001
60890,76.32,4.68000000000001
60891,79.47,1.53
60892,67.05,13.95
60893,73.62,7.38000000000001
60894,76.23,4.77
60895,79.2,1.8
60896,78.93,2.07000000000001
60897,79.2,1.80000000000001
60898,78.3,2.7
60899,78.57,2.43000000000001
60900,78.75,2.25
60901,78.03,2.97
60902,76.68,4.32000000000001
60903,76.23,4.77
60904,75.33,5.66999999999999
60905,78.3,2.7
60906,78.84,2.16000000000001
60907,70.29,10.71
60908,77.49,3.50999999999999
60909,75.6,5.39999999999999
60910,59.76,21.24
60911,55.62,25.38
60912,67.05,13.95
60913,41.94,39.06
60914,26.55,54.45
60915,12.69,68.31
60916,39.33,41.67
60917,76.68,4.31999999999999
60918,69.93,11.07
60919,70.47,10.53
60920,69.84,11.16
60921,43.74,37.26
60922,14.31,66.69
60923,54,27
60924,33.75,47.25
60925,41.31,39.69
60926,66.33,14.67
60927,43.56,37.44
60928,44.37,36.63
60929,69.48,11.52
60930,52.56,28.44
60931,26.64,54.36
60932,45.99,35.01
60933,53.46,27.54
60934,57.69,23.31
60935,62.37,18.63
60936,78.93,2.07000000000001
60937,64.8,16.2
60938,38.61,42.39
60939,0,81
60940,35.46,45.54
60941,2.52,78.48
60942,61.56,19.44
60943,80.37,0.629999999999995
60944,50.94,30.06
60945,36,45
60946,37.53,43.47
60947,72.09,8.91
60948,53.19,27.81
60949,15.48,65.52
60950,0,81
60951,9,72
60952,52.74,28.26
60953,55.89,25.11
60954,58.41,22.59
60955,64.71,16.29
60956,61.74,19.26
60957,44.01,36.99
60958,44.55,36.45
60959,45.36,35.64
60960,61.38,19.62
60961,41.4,39.6
60962,70.74,10.26
60963,55.62,25.38
60964,61.47,19.53
60965,60.39,20.61
60966,51.57,29.43
60967,67.5,13.5
60968,63.27,17.73
60969,79.47,1.53
60970,62.01,18.99
60971,62.37,18.63
60972,30.6,50.4
60973,79.83,1.16999999999999
60974,57.24,23.76
60975,47.25,33.75
60976,60.66,20.34
60977,52.29,28.71
60978,52.74,28.26
60979,16.74,64.26
60980,51.3,29.7
60981,77.22,3.78
60982,77.67,3.33
60983,77.13,3.87
60984,69.21,11.79
60985,76.5,4.49999999999999
60986,36.18,44.82
60987,40.14,40.86
60988,34.56,46.44
60989,33.21,47.79
60990,41.85,39.15
60991,8.73,72.27
60992,34.02,46.98
60993,55.71,25.29
60994,66.96,14.04
60995,45.99,35.01
60996,15.39,65.61
60997,15.21,65.79
60998,39.06,41.94
60999,39.96,41.04
61000,36,45
61001,22.86,58.14
61002,32.04,48.96
61003,0,81
61004,0,81
61068,8.91,72.09
61069,59.13,21.87
61070,27.09,53.91
61071,25.38,55.62
61072,17.28,63.72
61073,4.41,76.59
61074,30.6,50.4
61075,26.91,54.09
61076,33.84,47.16
61077,38.79,42.21
61078,15.21,65.79
61079,5.76,75.24
61080,50.4,30.6
61081,43.47,37.53
61082,40.77,40.23
61083,8.1,72.9
61084,9.18,71.82
61085,8.73,72.27
61086,0,81
61087,17.55,63.45
61088,0,81
61089,8.1,72.9
61090,29.34,51.66
61091,17.73,63.27
61092,12.96,68.04
61093,13.68,67.32
61094,8.55,72.45
61095,20.97,60.03
61096,7.56,73.44
61097,16.11,64.89
61098,33.57,47.43
61099,13.14,67.86
61100,43.83,37.17
61101,17.28,63.72
61102,28.26,52.74
61103,23.22,57.78
61104,49.77,31.23
61105,59.04,21.96
61106,15.84,65.16
61107,31.59,49.41
61108,2.34,78.66
61109,8.82,72.18
61110,19.71,61.29
61111,24.84,56.16
61112,13.41,67.59
61113,20.97,60.03
61114,5.04,75.96
61115,42.84,38.16
61116,21.15,59.85
61117,40.5,40.5
61118,31.32,49.68
61119,16.11,64.89
61120,38.25,42.75
61121,27.81,53.19
61122,14.49,66.51
61123,17.01,63.99
61124,8.64,72.36
61125,25.74,55.26
61126,30.42,50.58
61127,21.87,59.13
61128,3.33,77.67
61129,13.95,67.05
61130,4.05,76.95
61131,2.52,78.48
61132,3.33,77.67
61133,0,81
61134,9,72
61135,17.37,63.63
61136,0,81
61137,0,81
61138,0,81
61139,8.91,72.09
61140,5.58,75.42
61141,0,81
61142,0,81
61143,0,81
61144,0,81
61145,8.01,72.99
61146,31.14,49.86
61147,9.09,71.91
61148,18,63
61149,8.46,72.54
61150,32.76,48.24
61151,22.23,58.77
61152,31.86,49.14
61153,19.8,61.2
61154,14.76,66.24
61155,23.85,57.15
61156,7.29,73.71
61157,16.74,64.26
61158,5.49,75.51
61159,24.75,56.25
61160,41.58,39.42
61161,33.03,47.97
61162,20.52,60.48
61163,17.91,63.09
61164,13.86,67.14
61165,4.41,76.59
61166,17.64,63.36
61167,20.16,60.84
61168,26.55,54.45
61169,29.07,51.93
61170,22.23,58.77
61171,28.26,52.74
61172,11.52,69.48
61173,15.39,65.61
61174,12.06,68.94
61175,23.4,57.6
61176,22.5,58.5
61177,7.29,73.71
61178,0,81
61179,16.02,64.98
61180,13.95,67.05
61181,8.55,72.45
61182,9,72
61183,27,54
61184,38.61,42.39
61185,12.6,68.4
61186,7.02,73.98
61187,16.56,64.44
61188,17.55,63.45
61189,0,81
61190,4.86,76.14
61191,37.35,43.65
61192,42.03,38.97
61193,10.35,70.65
61194,16.56,64.44
61195,30.15,50.85
61196,36.72,44.28
61197,4.32,76.68
61198,9.45,71.55
61199,20.88,60.12
61200,17.64,63.36
61201,6.57,74.43
61202,8.91,72.09
61203,35.1,45.9
61204,3.6,77.4
61205,18.99,62.01
61206,10.8,70.2
61207,0,81
61208,2.52,78.48
61209,4.41,76.59
61210,2.43,78.57
61211,15.66,65.34
61212,13.41,67.59
61213,17.82,63.18
61214,9,72
61215,6.3,74.7
61216,3.87,77.13
61217,17.91,63.09
61218,0,81
61219,0,81
61220,0,81
61221,0,81
61222,14.31,66.69
61223,0,81
61224,0,81
61225,0,81
61226,5.4,75.6
61227,0,81
61228,0,81
61229,0,81
61230,0,81
61231,0,81
61232,0,81
61233,0,81
61234,0,81
61235,0,81
61236,6.57,74.43
61237,0,81
61238,0,81
61239,0,81
61240,8.55,72.45
61241,0,81
61242,13.5,67.5
61243,14.22,66.78
61244,38.88,42.12
61245,0,81
61246,0,81
61247,5.4,75.6
61248,17.19,63.81
61249,33.12,47.88
61250,12.6,68.4
61251,14.67,66.33
61252,11.7,69.3
61253,41.58,39.42
61254,66.96,14.04
61255,34.65,46.35
61256,64.53,16.47
61257,13.86,67.14
61258,42.21,38.79
61259,53.01,27.99
61260,46.17,34.83
61261,67.86,13.14
61262,65.07,15.93
61263,32.67,48.33
61264,49.32,31.68
61265,32.04,48.96
61266,76.59,4.41000000000001
61267,65.61,15.39
61268,32.58,48.42
61269,24.48,56.52
61270,0,81
61271,0,81
61272,3.33,77.67
61273,0,81
61274,18.99,62.01
61275,26.1,54.9
61276,46.71,34.29
61277,37.53,43.47
61278,23.85,57.15
61279,14.67,66.33
61280,26.01,54.99
61281,33.3,47.7
61282,21.78,59.22
61283,19.08,61.92
61284,47.16,33.84
61285,41.04,39.96
61286,6.03,74.97
61287,17.28,63.72
61288,0,81
61289,0,81
61290,0,81
61291,4.41,76.59
61292,0,81
61293,0,81
61294,2.7,78.3
61295,2.79,78.21
61296,0,81
61297,0,81
61298,0,81
61299,0,81
61300,0,81
61301,0,81
61302,0,81
61303,0,81
61304,0,81
61305,13.5,67.5
61306,5.04,75.96
61307,0,81
61308,0,81
61309,0,81
61310,16.29,64.71
61311,7.29,73.71
61312,4.05,76.95
61313,0,81
61314,8.1,72.9
61315,22.86,58.14
61316,21.78,59.22
61317,15.03,65.97
61318,14.22,66.78
61319,0,81
61320,0,81
61321,0,81
61322,3.96,77.04
61323,0,81
61324,24.48,56.52
61325,66.42,14.58
61326,59.31,21.69
61327,36.54,44.46
61328,54.45,26.55
61329,71.82,9.17999999999999
61330,68.49,12.51
61331,62.73,18.27
61332,56.43,24.57
61333,68.31,12.69
61334,38.16,42.84
61335,21.87,59.13
61336,39.87,41.13
61337,27.81,53.19
61338,51.48,29.52
61339,62.01,18.99
61340,74.07,6.92999999999999
61341,76.14,4.86
61342,69.03,11.97
61343,53.73,27.27
61344,76.5,4.5
61345,76.68,4.32000000000001
61346,76.95,4.05
61347,54.18,26.82
61348,42.57,38.43
61349,26.19,54.81
61350,49.14,31.86
61351,53.19,27.81
61352,78.84,2.16
61353,76.59,4.41
61354,64.17,16.83
61355,57.6,23.4
61356,72.81,8.19000000000001
61357,68.76,12.24
61358,40.14,40.86
61359,41.49,39.51
61360,36.18,44.82
61361,24.57,56.43
61362,36.81,44.19
61363,51.57,29.43
61364,34.29,46.71
61365,33.93,47.07
61366,28.53,52.47
61367,7.56,73.44
61368,44.46,36.54
61369,45,36
61370,21.87,59.13
61371,18.45,62.55
61372,25.29,55.71
61373,14.04,66.96
61374,23.4,57.6
61375,38.52,42.48
61376,35.64,45.36
61377,55.71,25.29
61378,40.23,40.77
61379,41.13,39.87
61380,61.56,19.44
61381,14.94,66.06
61382,57.6,23.4
61383,63,18
61384,46.08,34.92
61385,37.08,43.92
61386,25.92,55.08
61387,66.15,14.85
61388,69.3,11.7
61389,24.39,56.61
61390,11.7,69.3
61391,22.23,58.77
61392,32.49,48.51
61393,15.93,65.07
61394,17.37,63.63
61395,2.97,78.03
61396,8.91,72.09
61397,10.8,70.2
61398,32.67,48.33
61399,46.62,34.38
61400,73.08,7.92000000000002
61401,73.35,7.65000000000001
61402,69.57,11.43
61403,60.66,20.34
61404,55.98,25.02
61405,74.88,6.12
61406,66.15,14.85
61407,66.33,14.67
61408,61.74,19.26
61409,43.11,37.89
61410,46.35,34.65
61411,52.65,28.35
61412,55.89,25.11
61413,59.76,21.24
61414,68.58,12.42
61415,41.94,39.06
61416,73.44,7.56000000000002
61417,74.07,6.93000000000001
61418,49.23,31.77
61419,57.24,23.76
61420,68.22,12.78
61421,57.42,23.58
61422,62.64,18.36
61423,65.52,15.48
61424,74.97,6.03
61425,78.57,2.42999999999999
61426,78.84,2.16
61427,79.74,1.25999999999999
61428,79.2,1.80000000000001
61429,74.16,6.84
61430,76.32,4.67999999999999
61431,77.76,3.24000000000001
61432,77.85,3.15000000000001
61433,75.24,5.76000000000001
61434,73.89,7.11
61435,78.03,2.97
61436,72.36,8.64
61437,74.52,6.48
61438,65.88,15.12
61439,61.56,19.44
61440,77.13,3.86999999999999
61441,75.33,5.67000000000002
61442,75.33,5.67
61443,76.14,4.86
61444,77.04,3.96000000000001
61445,78.57,2.43000000000001
61446,78.93,2.06999999999999
61447,77.67,3.33
61448,61.56,19.44
61449,77.04,3.96000000000001
61450,76.41,4.59
61451,58.95,22.05
61452,33.21,47.79
61453,68.04,12.96
61454,66.69,14.31
61455,78.21,2.79000000000001
61456,79.29,1.71000000000001
61457,70.92,10.08
61458,70.83,10.17
61459,74.16,6.84
61460,56.88,24.12
61461,61.02,19.98
61462,79.92,1.08000000000001
61463,57.33,23.67
61464,41.58,39.42
61465,52.38,28.62
61466,34.47,46.53
61467,48.06,32.94
61468,11.88,69.12
61469,3.87,77.13
61470,10.26,70.74
61471,40.77,40.23
61472,23.85,57.15
61473,31.05,49.95
61474,60.12,20.88
61475,8.55,72.45
61476,61.11,19.89
61477,79.74,1.25999999999999
61478,25.65,55.35
61479,35.91,45.09
61480,80.1,0.900000000000006
61481,80.1,0.900000000000006
61482,81,0
61483,75.51,5.49000000000001
61484,49.05,31.95
61485,81,0
61486,80.37,0.629999999999995
61487,72,9
61488,79.2,1.8
61489,78.21,2.79000000000001
61490,79.29,1.71000000000001
61491,79.92,1.08
61492,80.01,0.990000000000009
61493,79.83,1.17
61494,80.46,0.540000000000006
61495,74.07,6.92999999999999
61496,34.92,46.08
61497,69.03,11.97
61498,80.28,0.719999999999999
61499,80.82,0.180000000000007
61500,80.46,0.539999999999992
61501,68.13,12.87
61502,30.33,50.67
61503,51.66,29.34
61504,73.53,7.46999999999998
61505,60.03,20.97
61506,67.77,13.23
61507,76.77,4.23
61508,80.46,0.540000000000006
61509,80.37,0.63000000000001
61510,79.92,1.08000000000001
61511,80.82,0.180000000000007
61512,57.6,23.4
61513,80.1,0.900000000000006
61514,48.42,32.58
61515,79.2,1.8
61516,64.35,16.65
61517,77.76,3.24000000000001
61518,78.93,2.07000000000001
61519,78.75,2.25000000000001
61520,78.3,2.7
61521,80.37,0.629999999999995
61522,79.2,1.8
61523,78.21,2.78999999999999
61524,77.22,3.78
61525,79.47,1.52999999999999
61526,78.12,2.88000000000001
61527,79.38,1.62
61528,69.48,11.52
61529,29.61,51.39
61530,72.63,8.37
61531,77.58,3.42000000000002
61532,71.64,9.36
61533,53.64,27.36
61534,62.55,18.45
61535,71.28,9.72
61536,34.02,46.98
61537,9,72
61538,8.55,72.45
61539,15.12,65.88
61540,27.18,53.82
61541,61.65,19.35
61542,48.6,32.4
61543,70.56,10.44
61544,54.99,26.01
61545,1.89,79.11
61546,33.3,47.7
61547,12.6,68.4
61548,17.82,63.18
61549,16.83,64.17
61550,34.47,46.53
61551,5.31,75.69
61552,68.22,12.78
61553,39.33,41.67
61554,30.24,50.76
61555,34.47,46.53
61556,77.31,3.69
61557,53.19,27.81
61558,51.84,29.16
61559,70.83,10.17
61560,77.58,3.41999999999999
61561,62.55,18.45
61562,3.06,77.94
61563,6.93,74.07
61564,15.66,65.34
61565,77.67,3.33
61566,69.3,11.7
61567,62.46,18.54
61568,56.61,24.39
61569,23.4,57.6
61570,60.75,20.25
61571,29.52,51.48
61572,3.78,77.22
61573,0,81
61574,28.98,52.02
61575,34.47,46.53
61576,26.19,54.81
61577,41.67,39.33
